
2019-05-16 19:55:57 : 

[*] Agent info:
  nonce           	7445767061672652
  jitter          	0.0
  servers         	None
  internal_ip     	192.168.226.1 fe80::9442:f8f3:5b23:22d1 192.168.153.1
                                fe80::78a5:53be:b208:43ea 192.168.1.5 fe80::a41d:e79e:d3d7:49a8
                                169.254.182.30 fe80::4d72:dc5a:5819:b61e
  working_hours   	
  session_key     	h:}c3FNTSI75$M=4<ul1RX+Yp?/\2^Z8
  children        	None
  checkin_time    	2019-05-16 19:55:56
  hostname        	LAMEDIM-LT
  id              	2
  delay           	5
  username        	LAMEDIM-LT\User
  kill_date       	
  parent          	None
  process_name    	powershell
  listener        	http
  process_id      	9996
  profile         	/admin/get.php,/news.php,/login/process.php|Mozilla/5.0 (Windows NT
                                6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
  os_details      	Microsoft Windows 10 Home
  lost_limit      	60
  taskings        	None
  name            	P8A21MH4
  language        	powershell
  external_ip     	192.168.153.1
  session_id      	P8A21MH4
  lastseen_time   	2019-05-16 19:55:56
  language_version	5
  high_integrity  	1


[+] Agent P8A21MH4 now active:


2019-05-16 19:56:59 : 
[*] Agent renamed from P8A21MH4 to UACbypass
-a---- NT SERVICE\TrustedInstaller 9/15/2018 12:10:58 PM 231936    HoloShellRuntime.dll                                
-a---- NT SERVICE\TrustedInstaller 9/15/2018 12:10:56 PM 235520    HoloSHExtensions.dll                                
-a---- NT SERVICE\TrustedInstaller 9/15/2018 12:10:55 PM 1223168   HoloSI.PCShell.dll                                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:14 AM 14336     HOSTNAME.EXE                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 90624     hotplug.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:22 AM 479744    HrtfApo.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 424448    html.iec                                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:46 AM 33280     httpapi.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 18944     httpprxc.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 119808    httpprxm.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 19456     httpprxp.dll                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:14 AM  251904    HttpsDataSource.dll                                 
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 42496     htui.dll                                            
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:02 AM  1044280   hvax64.exe                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:13 AM 61240     hvhostsvc.dll                                       
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:02 AM  1253688   hvix64.exe                                          
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:02 AM  90424     hvloader.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:24 AM 38712     HvSocket.dll                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:34 AM  24616960  Hydrogen.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 31232     ias.dll                                             
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 87040     iasacct.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 76288     iasads.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 76800     iasdatastore.dll                                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 91648     iashlpr.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 695608    IasMigPlugin.dll                                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 147456    iasnap.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 50176     iaspolcy.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 234496    iasrad.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 181760    iasrecst.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 262656    iassam.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 462848    iassdo.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 147968    iassvcs.dll                                         
-a---- BUILTIN\Administrators      11/17/2017 4:48:40 PM 402616    ibtproppage.dll                                     
-a---- BUILTIN\Administrators      11/17/2017 4:48:58 PM 542392    ibtsiva.exe                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 37888     icacls.exe                                          
-a---- BUILTIN\Administrators      3/4/2016 3:51:54 AM   471328    ICEsoundAPO64.dll                                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 102400    icfupgd.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 253952    icm32.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 3072      icmp.dll                                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:52 AM 26624     icmui.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:51 AM 14336     IconCodecService.dll                                
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 36864     IcsEntitlementHost.exe                              
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 201216    icsigd.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 17408     icsunattend.exe                                     
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:02 AM  300024    icsvc.dll                                           
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:02 AM  310784    icsvcext.dll                                        
-ar--- NT SERVICE\TrustedInstaller 5/15/2019 7:00:04 AM  1856000   icuin.dll                                           
-ar--- NT SERVICE\TrustedInstaller 9/15/2018 10:28:36 AM 1347072   icuuc.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 115712    IdCtrls.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 60458     ideograf.uce                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:45 AM 198144    IdListen.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:52 AM 10240     idndl.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 142848    IDStore.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 228352    ie4uinit.exe                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 74752     ie4ushowIE.exe                                      
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 144384    IEAdvpack.dll                                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 1605632   ieapfltr.dll                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:27 AM  398848    iedkcs32.dll                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:29 AM  12843520  ieframe.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:17 AM 65536     iemigplugin.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 144896    iepeers.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 803840    ieproxy.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 46592     iernonce.dll                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:20 AM  2777224   iertutil.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 78336     iesetup.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:17 AM 45568     iesysprep.dll                                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 563200    ieui.dll                                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 3329      ieuinit.inf                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 153088    ieUnatt.exe                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 166912    iexpress.exe                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:14 AM 31232     ifmon.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:38 AM 213816    ifsutil.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 16896     ifsutilx.dll                                        
-a---- BUILTIN\Administrators      2/17/2016 3:45:38 AM  421888    igdbcl64.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:23 AM 86528     igdDiag.dll                                         
-a---- BUILTIN\Administrators      2/17/2016 3:45:46 AM  189440    igfxCoIn_v4377.dll                                  
-a---- BUILTIN\Administrators      8/22/2017 4:32:28 AM  276976    igfxCPL.cpl                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:22 AM 199680    IHDS.dll                                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 69632     ihvrilproxy.dll                                     
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:13 AM  1058304   IKEEXT.DLL                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:20 AM 36680     imaadp32.acm                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:46 AM 106896    imagehlp.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 23542784  imageres.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 694784    imagesp1.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 137216    imapi.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 519680    imapi2.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 994304    imapi2fs.dll                                        
-a---- BUILTIN\Administrators      4/24/2019 9:06:40 AM  104616    ImController.CoInstaller.dll                        
-a---- BUILTIN\Administrators      3/6/2019 8:17:38 AM   54440     ImController.InfInstaller.exe                       
-a---- BUILTIN\Administrators      3/6/2019 8:17:40 AM   17635     iMDriver.inf                                        
-a---- BUILTIN\Administrators      3/6/2019 8:17:38 AM   425368    iMDriverHelper.dll                                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 56320     imgutil.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:47 AM 177384    imm32.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:58 AM 136704    immersivetpmvscmgrsvr.exe                           
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:14 AM  134456    ImplatSetup.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:17 AM 248832    IndexedDbLegacy.dll                                 
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:20 AM 1002496   inetcomm.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 2096128   inetcpl.cpl                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:14 AM 66560     inetmib1.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:24 AM 177664    inetpp.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:24 AM 34304     inetppui.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:20 AM 85504     INETRES.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 13312     InfDefaultInstall.exe                               
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:44 AM 266240    InkEd.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:32 AM 932352    InkObjCore.dll                                      
-a---- NT SERVICE\TrustedInstaller 9/14/2018 9:04:00 PM  59904     InprocLogger.dll                                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:44 AM 363520    input.dll                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:13 AM 63488     InputController.dll                                 
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:13 AM  833064    InputHost.dll                                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 110592    InputInjectionBroker.dll                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:32 AM 138752    InputLocaleManager.dll                              
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:12 AM  5527552   InputService.dll                                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:44 AM 487936    InputSwitch.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:22 AM 1284      InputSystemToastIcon.contrast-white.png             
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:22 AM 917       InputSystemToastIcon.png                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:16 AM 116736    inseng.dll                                          
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:13 AM  1671680   InstallService.dll                                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:36 AM 215552    InstallServiceTasks.dll                             
